WASSRSPRDZFSLUN01	23:02:06	12.39M
PPROPHHLUN01	12:17:01	12.23M
SEN1HOST10LUN01	06:07:01	11.98M
SEN3HOST5LUN1	06:07:01	11.77M
SEN3HOST1LUN01	06:07:01	11.76M
SEN3HOST13	02:02:36	11.72M
MIDWGZ1LUN03	15:17:36	11.71M
WASSBPRDLZ1LUN03	10:51:31	11.56M
WASSBPRDLZ1LUN03	10:52:01	11.37M
PPROPHHLUN01	12:26:31	11.36M
PDMZCL1LUN2	06:07:01	11.31M
WASSBPRDLZ1LUN03	10:46:31	11.25M
PSQLCPR2LUN03	07:06:31	11.09M
PSQLCPR2LUN03	08:56:31	11.05M
PSQLCPR2LUN03	09:52:01	11.04M
SEN1HOST12LUN01	06:07:01	10.88M
CALPRDLZ1LUN03	15:42:36	10.59M
CALPRELZ1LUN01	15:42:36	10.58M
WASSRSPRDZFSLUN01SSSNP-prdlz2	06:16:31	10.55M
PDMZCL1LUN1	23:57:06	10.43M
SBLCL3LUN04	06:11:31	10.32M
DSQLSHARED1LUN01	15:22:36	10.09M
SBLCL3LUN02	06:07:01	10.01M
SEN3HOST5LUN1	06:11:31	9.88M
MIDWGZ1LUN03	13:51:31	9.83M
SEN3HOST3LUN01	06:07:01	9.82M
DB2SRSPRDLUN01	00:07:36	9.81M
DB2SRSPRDLUN01SSSNP-prdlz2	06:17:01	9.80M
SEN1HOST10LUN01	03:02:06	9.76M
SEN3HOST12	06:07:01	9.60M
SLMPRDGZLUN04	00:57:36	9.36M
MIDWGZ1LUN03	14:32:36	9.29M
SBLCL3LUN03	10:56:31	9.22M
SEN3HOST8LUN1	06:11:31	9.02M
DSQLGIANT3LUN01	11:22:01	8.93M
WASSBPRDLZ1LUN04	07:06:31	8.74M
WLSIDEVLUN02	22:12:36	8.67M
SLMPRDGZLUN04	15:27:36	8.49M
WASSRSPRDZFSLUN01	03:07:06	8.48M
MIDWGZ1LUN03	10:27:01	8.46M
MIDWGZ1LUN03	00:07:36	8.46M
SEN3HOST13	02:02:06	8.42M
SLMPRDGZLUN04	03:12:36	8.40M
DB2SRSPRDLUN01	04:42:36	8.30M
SEN1HOST9LUN01	11:52:01	8.12M
TSQLFULLV1LUN01	09:47:01	8.07M
SGRCPRDGLUN03	20:32:06	8.02M
DB2SRSPRDLUN01SSSNP-prdlz2	06:16:31	7.92M
TGSANDAMLLS1LUN01	10:26:31	7.91M
DSQLGDQFK1LUN01	10:11:31	7.87M
DSQLGDQFK1LUN01	15:42:06	7.85M
DSQLGDQFK1LUN01	11:36:31	7.83M
DSQLGDQFK1LUN01	11:26:31	7.76M
DSQLGDQFK1LUN01	13:21:01	7.75M
SEN3HOST2LUN01	06:07:01	7.71M
SLMPRDGZLUN04	04:42:36	7.64M
SBLCL3LUN03	06:11:31	7.62M
SLMPRDGZLUN04	15:57:36	7.53M
WLSCPRDLZLUN01	21:17:06	7.42M
AUDITIQPRDZFSLUN02	00:02:06	7.25M
AUDITIQPRDZFSLUN01	00:02:06	7.25M
SEN3HOST12	06:11:31	6.97M
PSQLCPR2LUN04	16:02:36	6.67M
CALOPTLZ2LUN001	09:32:01	6.57M
PSQLCPR2LUN04	10:47:01	6.56M
DB2SRSPRDLUN01SSSNP-prdlz2	06:12:01	6.55M
CALOPTLZ2LUN001	11:27:01	6.53M
WASSRSPRDLUN03	23:02:36	6.49M
SBLCL3LUN01	06:02:26	6.46M
WASSRSLUN01	07:26:31	6.42M
CMPCUPRDLUN001	07:26:31	6.42M
SBLCL3LUN03	10:51:31	6.38M
PSQLBIOLD2LUN01	23:27:06	6.34M
WASSRSPRDLUN03	23:07:06	6.31M
SBLCL3LUN01	06:07:01	6.30M
TGSANDAMLLS1LUN01	16:52:36	6.25M
SEN3HOST13	06:07:01	6.25M
CMPCTUDCLUN01	05:02:36	6.18M
CALGZ2LUN002	05:02:36	6.18M
SEN3HOST13	14:27:36	6.13M
CALOPTLZ2LUN001	11:26:31	6.10M
TSQLFULLV1LUN01	13:01:31	6.08M
CALPRELZ1LUN01	15:02:36	6.03M
CALPRDLZ1LUN03	15:02:36	6.03M
WASSRSPRDZFSLUN01SSSNP-prdlz2	06:57:01	5.98M
WASSRSPRDZFSLUN01SSSNP-prdlz2	06:17:01	5.86M
WASSRSPRDZFSLUN01SSSNP-prdlz2	06:11:31	5.81M
CALOPTLZ2LUN001	12:16:31	5.78M
WLSCTDEVPLZ2LUN03	13:26:01	5.76M
CALPRELZ1LUN01	14:32:36	5.60M
CALPRDLZ1LUN03	14:32:36	5.60M
PSQLBIOLD2LUN01	21:02:06	5.53M
CMPCTUDCLUN01	05:07:06	5.48M
CALGZ2LUN002	05:07:06	5.48M
DGIANT4LUN001	06:02:26	5.47M
WLSCTDEVPLZ2LUN03	12:26:31	5.44M
WASSRSPRDLUN03	23:02:06	5.38M
SEN3HOST8LUN1	18:12:36	5.33M
PSQLOAL3LUN1	19:02:06	5.33M
SEN3HOST13	16:42:06	5.20M
DSQLSHARED1LUN01	14:47:06	5.19M
TSQLFULLV1LUN01	13:06:01	5.17M
SEN3HOST8LUN1	02:42:36	5.17M
WASSRSPRDZFSLUN02	01:52:36	5.11M
SEN3HOST8LUN1	23:02:36	5.08M
SEN3HOST15	06:07:01	5.03M
PSQLBIOLD2LUN01	13:16:01	5.02M
DSQLSHARED1LUN01	15:27:06	4.92M
SBLCL3LUN02	06:02:26	4.90M
PSQLCPR2LUN05	16:17:36	4.81M
CTRLMEMPRDLZ1LUN03	09:02:01	4.80M
CMPCTUDCLUN01	05:07:36	4.79M
CALGZ2LUN002	05:07:36	4.79M
SEN3HOST15	06:02:26	4.78M
TQVHOST1LUN01	06:02:26	4.66M
WLSCTDEVPLZ2LUN03	13:46:01	4.64M
WASSRSLUN01	00:07:06	4.62M
CMPCUPRDLUN001	00:07:06	4.62M
TSQLFULLV1LUN01	09:51:31	4.60M
WASSRSPRDZFSLUN02	04:17:36	4.55M
CALPRELZ1LUN01	09:12:01	4.54M
CALPRDLZ1LUN03	09:12:01	4.52M
WASSRSPRDZFSLUN02	02:52:36	4.46M
WASSRSPRDZFSLUN02	04:37:36	4.43M
WASSRSPRDZFSLUN02	03:52:36	4.43M
SEN3HOST14	06:02:26	4.43M
WMBQALZ1LUN1	15:02:36	4.38M
WMBQALZ1LUN1	22:12:36	4.34M
WMBQALZ1LUN1	11:27:01	4.33M
SBLCL3LUN04	06:02:26	4.33M
WMBQALZ1LUN1	11:12:01	4.30M
WMBQALZ1LUN1	06:17:01	4.30M
DPROPHHLUN01	06:02:26	4.30M
DSQLDFS3LUN01	17:42:36	4.29M
DSQLSHARED1LUN01	14:47:36	4.24M
PDMZCL1LUN2	09:42:01	4.21M
OASCPRDLZLUN002	05:07:06	4.19M
OASCPRDLZLUN001	05:07:06	4.17M
SEN3HOST2LUN01	14:57:36	4.16M
SEN3HOST16	06:07:01	4.12M
REMWEB1LUN03	22:42:06	4.05M
CTRLMEMPRDLZ1LUN03	17:17:36	4.02M
OASCPRDLZLUN002	05:12:06	3.93M
OASCPRDLZLUN001	05:12:06	3.92M
SEN3HOST2LUN01	15:37:36	3.91M
SEN3HOST5LUN1	06:02:26	3.87M
SEN3HOST1LUN01	06:02:26	3.86M
CALOPTLZ2LUN001	09:31:31	3.86M
OASCPRDLZLUN001	05:07:36	3.85M
SEN3HOST2LUN01	14:37:36	3.84M
WASSRSPRDZFSLUN02SSSNP-prdlz2	06:51:31	3.80M
SEN3HOST12	06:02:26	3.80M
SEN3HOST2LUN01	06:47:01	3.78M
SEN3HOST16	06:02:26	3.78M
REMWEB1LUN03	22:42:36	3.77M
WASSB247LUN06	03:12:06	3.75M
WASSB247LUN05	03:12:06	3.75M
MIDWGZ1OSLUN02	05:02:36	3.75M
MIDWGZ1OSLUN01	05:02:36	3.75M
WASSRSPRDLUN03	05:57:36	3.74M
OASCPRDLZLUN002	05:07:36	3.67M
SEN1HOST12LUN01	06:27:01	3.66M
WLSCPRDLZLUN01	04:17:36	3.64M
SBLCL3LUN02	06:12:01	3.61M
WLSDPRDGZ2LUN02	13:46:31	3.58M
WLSDPRDGZ2LUN01	13:46:31	3.58M
SBLCL3LUN02	11:01:31	3.55M
SEN3HOST1LUN01	15:02:36	3.47M
WASSRSPRDLUN03	05:57:06	3.46M
SEN3HOST14	06:07:01	3.45M
PDMZCL1LUN2	00:22:36	3.42M
OASCPRDLZLUN001	05:02:36	3.41M
SBLCL3LUN04	08:37:01	3.38M
OASPRODLUN05	21:17:36	3.32M
OASCPRDLZLUN002	05:02:36	3.31M
WASSRSQALZ2LUN03	05:07:36	3.29M
TSQLSPINTLUN01	18:02:36	3.29M
DB2SRSPRDLUN01SSSNP-prdlz2	05:52:06	3.27M
SBLCL3LUN01	10:56:31	3.19M
REMWEB1LUN03	22:57:36	3.19M
WLSCPRDLZLUN01	04:37:06	3.17M
REMWEB1LUN03	22:57:06	3.17M
TSQLFULLV1LUN01	10:01:31	3.14M
PSQLGEKF1LUN01	10:51:31	3.14M
TSQLSPINTLUN01	00:02:06	3.13M
WASSRSLUN01	00:57:36	3.10M
CMPCUPRDLUN001	00:57:36	3.10M
PSQLCPR2LUN04	09:52:01	3.04M
SLMPRDGZLUN03	07:02:01	3.03M
REMWEB1LUN03	23:02:36	3.03M
WASSBPRDLZ1LUN02	05:02:36	3.01M
WASSBPRDLZ1LUN01	05:02:36	3.01M
PSQLCPR2LUN04	08:56:31	2.96M
PSQLOA7LUN001	18:02:36	2.94M
PSQLCPR2LUN04	07:06:31	2.93M
OASPRODLUN01	01:37:36	2.93M
OASPRODLUN02	01:37:36	2.92M
DSQLDFS3LUN01	13:11:31	2.91M
SBLCL3LUN02	06:11:31	2.87M
PSQLOA7LUN001	00:02:06	2.84M
WLSDPRDGZ2LUN02	05:02:36	2.83M
WLSDPRDGZ2LUN01	05:02:36	2.83M
DB2DEVOSLUN02	05:02:36	2.81M
DB2DEVOSLUN01	05:02:36	2.81M
CMPCTUDCLUN01	05:42:06	2.81M
CALGZ2LUN002	05:42:06	2.81M
CALPRDLZ1LUN01	05:02:36	2.79M
SEN1HOST12LUN01	09:06:31	2.77M
DSQLDF50LUN01	14:42:06	2.73M
CMPCTUDCLUN01	05:42:36	2.73M
CALGZ2LUN002	05:42:36	2.73M
REMAPP1PRDLUN02	04:22:36	2.72M
REMAPP1PRDLUN01	04:22:36	2.72M
PSQLGIANT3-4LUN01	20:12:06	2.68M
WLSCTDEVPLZ2LUN02	09:02:01	2.67M
WASSRSLUN01	05:07:36	2.63M
OASPRODLUN02	19:02:36	2.63M
OASPRODLUN01	19:02:36	2.63M
DSQLDFS3LUN01	16:37:36	2.63M
CMPCUPRDLUN001	05:07:36	2.63M
WASSBPRDLZ1LUN04	18:07:06	2.62M
DGIANT4LUN001	10:17:01	2.62M
SEN1HOST12LUN01	06:02:26	2.61M
OASPRODLUN05	21:27:36	2.61M
DSQLDFS3LUN01	17:02:36	2.60M
WLSIDEVLUN02	22:17:36	2.59M
WLSCTPRDLUN01	21:17:36	2.59M
DSQLDFS3LUN01	17:32:36	2.59M
WASSBPRDLZ1LUN01	00:57:36	2.57M
WASSBPRDLZ1LUN02	00:57:36	2.56M
IIBQA1LZ1LUN02	17:12:36	2.53M
TQVHOST1LUN01	06:07:01	2.51M
WLSTQPRDGZ1LUN02	10:22:01	2.50M
WASSBPRDLZ1LUN02	21:52:36	2.50M
WASSBPRDLZ1LUN01	21:52:36	2.50M
SEN3HOST5LUN1	00:02:06	2.48M
CTRLMEMPRDLZ1LUN03	17:17:06	2.48M
REMWEB1LUN02	12:52:01	2.46M
REMWEB1LUN01	12:52:01	2.45M
WASSBPRDLZ1LUN02	15:42:36	2.44M
WASSBPRDLZ1LUN01	15:42:36	2.44M
WLSTQPRDGZ1LUN02	11:27:01	2.43M
WLSTQDEVGZ2LUN01	21:07:36	2.39M
REMAPP1PRDLUN01	09:57:01	2.37M
SEN3HOST1LUN01	16:57:36	2.36M
REMAPP1PRDLUN02	09:57:01	2.36M
DSQLGTACT1LUN01	11:11:31	2.34M
IIBQA1LZ1LUN02	02:32:36	2.33M
WASSRSPRDZFSLUN02SSSNP-qalz3	16:07:36	2.30M
SBLCL3LUN04	08:32:01	2.29M
WLSCTPRDLZLUN01	05:02:36	2.27M
SEN3HOST12	19:02:06	2.25M
DB2SRSPRDLUN01SSSNP-prdlz2	07:26:31	2.25M
WLSCTPRDLZLUN02	05:02:36	2.23M
WLSTQDEVGZ2LUN01	08:07:01	2.22M
UNIVERSELUN01SSSNP-caldevlz1	09:17:01	2.22M
WLSTQDEVGZ2LUN01	00:47:36	2.19M
IIBQA1LZ1LUN02	21:22:36	2.19M
CALDEVLZ1LUN0001	07:56:31	2.18M
IIBQA1LZ1LUN02	22:27:36	2.17M
CALPRDLZ1LUN01	15:07:06	2.15M
DGIANT4LUN001	14:42:36	2.11M
CTRLMEMPRDLZ1LUN03	09:01:31	2.11M
CALGZ1ZLUN02	05:27:06	2.08M
CALGZ1ZLUN01	05:27:06	2.08M
OASCPRDCLZLUN002	05:17:36	2.07M
OASCPRDCLZLUN001	05:17:36	2.07M
CALGZ1ZLUN02	05:22:36	2.07M
CALGZ1ZLUN01	05:22:36	2.07M
OASCPRDCLZLUN002	05:47:06	2.06M
OASCPRDCLZLUN001	05:47:06	2.06M
WMBPRELZ1LUN1	13:56:31	2.05M
WLSDDEVGZ2LUN02	05:07:06	2.04M
WLSDDEVGZ2LUN01	05:07:06	2.04M
DGIANT4LUN001	15:42:36	2.04M
CALPRDLZ1LUN01	14:12:06	2.03M
SBLCL3LUN01	10:51:31	2.02M
PSQLBIOLD2LUN01	08:41:31	2.02M
OASCPRDCLZLUN002	05:42:36	2.02M
OASCPRDCLZLUN001	05:42:36	2.02M
PSQLOA7LUN001	18:17:06	2.01M
OASCPRDCLZLUN002	10:17:01	2.01M
OASCPRDCLZLUN001	10:17:01	2.01M
OASPRODLUN02	00:12:36	2.00M
OASPRODLUN01	00:12:36	1.99M
CALDEVLZ1LUN0001	10:22:01	1.98M
CALPRDLZ1LUN01	15:17:06	1.96M
TSQLSPINTLUN01	18:22:06	1.94M
CTRLMEMPRDLZ1LUN03	16:47:06	1.94M
OASCPRDLZLUN001	04:07:06	1.93M
OASCPRDLZLUN002	04:07:06	1.92M
OASCPRDCLZLUN002	05:37:36	1.90M
OASCPRDCLZLUN001	05:37:36	1.90M
CALPRDLZ1LUN01	16:12:06	1.88M
CALGZ1ZLUN02	05:27:36	1.87M
CALGZ1ZLUN01	05:27:36	1.87M
WASSBPRDLZ1LUN02	05:02:06	1.84M
WASSBPRDLZ1LUN01	05:02:06	1.84M
CALDEVLZ1LUN0001	05:52:36	1.84M
PSQLOA7LUN001	18:07:36	1.83M
OASPRODLUN02	22:07:36	1.83M
OASPRODLUN01	22:07:36	1.83M
LIBQA1FSLUN01	15:52:36	1.83M
TSQLSPINTLUN01	18:27:06	1.80M
WASSBQALZLUN02	05:02:36	1.79M
WASSBQALZLUN01	05:02:36	1.79M
UNIVERSELUN01SSSNP-caldevlz3	05:12:06	1.79M
WLSIPRDGZLUN01	21:22:06	1.78M
WLSCTDEVLUN02	05:02:36	1.77M
WLSCTDEV2LUN06	05:02:36	1.77M
MIDWGZ2LUN04	05:02:36	1.76M
MIDWGZ2LUN03	05:02:36	1.76M
WLSCTPRDLUN01	21:17:06	1.75M
DB2DEVOSLUN02	05:02:06	1.74M
DB2DEVOSLUN01	05:02:06	1.74M
WMBPRELZ1LUN1	21:02:36	1.73M
WASSRSQALZ2ZFSLUN02	05:07:36	1.73M
WASSRSDEVLZ3ZFSLUN02	05:07:36	1.73M
UNIVERSELUN01SSSNP-caldevlz1	09:27:01	1.72M
REMWEB1LUN01	19:02:36	1.72M
WMBPRELZ1LUN1	09:22:01	1.71M
REMWEB1LUN02	19:02:36	1.71M
WMBPRELZ1LUN1	01:17:36	1.70M
WLSIPRDGZLUN01	21:22:36	1.70M
REMWEB1LUN02	05:42:36	1.69M
REMWEB1LUN01	05:42:36	1.69M
PSQLGDKF1LUN04	11:07:01	1.69M
WLSTQPRDGZ1LUN02	03:02:36	1.68M
WLSDPRDGZ2LUN04	05:02:36	1.66M
WLSDPRDGZ2LUN03	05:02:36	1.66M
WASSRSPRDZFSLUN02SSSNP-prdlz2	06:16:31	1.66M
PSQLOAL3LUN1	00:02:06	1.66M
MIDWGZ1OSLUN02	00:02:36	1.66M
MIDWGZ1OSLUN01	00:02:36	1.66M
CALDEVLZ1LUN0001	10:26:31	1.65M
IIBQA1LZ1LUN02	07:42:01	1.63M
TSQLSPINTLUN01	18:17:36	1.61M
WASSRSQALZ2LUN03	05:02:36	1.57M
PSQLOA7LUN001	18:02:06	1.57M
WASSBPRDLZ1LUN04	06:16:31	1.56M
SEN3HOST14	12:47:01	1.55M
WLSCTDEVLUN05	05:02:36	1.53M
REMAPP1PRDLUN02	14:01:31	1.53M
REMAPP1PRDLUN01	14:01:31	1.53M
UNIVERSELUN01SSSNP-caldevlz1	09:22:01	1.52M
UNIVERSELUN01SSSNP-caldevlz1	09:16:31	1.51M
SEN3HOST5LUN1	23:57:36	1.51M
UXCONT42CGLUN02	05:07:06	1.50M
UXCONT42CGLUN01	05:07:06	1.50M
MIDWGZ2LUN02	00:02:36	1.50M
MIDWGZ2LUN01	00:02:36	1.50M
WMBPRELZ1LUN1	11:12:01	1.49M
WASSRSQALZ2LUN03	05:07:06	1.48M
UXCONT42CGLUN02	05:02:06	1.48M
UXCONT42CGLUN01	05:02:06	1.48M
CTRLMSRVPRDLZ1LUN02	23:12:36	1.48M
CTRLMSRVPRDLZ1LUN01	23:12:36	1.48M
WLSPRDCGLUN02	05:02:36	1.47M
WLSPRDCGLUN01	05:02:36	1.47M
WASSRSPRDZFSLUN02SSSNP-qalz3	16:12:06	1.44M
LIBQA1GZOSLUN04	05:02:36	1.43M
LIBQA1GZOSLUN03	05:02:36	1.43M
OASPRODLUN02	23:17:36	1.42M
OASPRODLUN01	23:17:36	1.42M
CTRLMEMDEVLUN04	05:02:36	1.40M
CTRLMEMDEVLUN02	05:02:36	1.40M
CALGZ1ZLUN02	05:02:36	1.40M
CALGZ1ZLUN01	05:02:36	1.40M
SBLCL3LUN01	18:42:36	1.38M
WASSRSQALZ2ZFSLUN02	05:07:06	1.37M
WASSRSDEVLZ3ZFSLUN02	05:07:06	1.37M
